FIPS_code,Stabr,Area_name,POVALL_2020
29123,MO,Madison County,"1,935"
29125,MO,Maries County,"1,121"
29127,MO,Marion County,"3,890"
29129,MO,Mercer County,477
29131,MO,Miller County,"3,542"
29133,MO,Mississippi County,"2,148"
29135,MO,Moniteau County,"1,699"
29137,MO,Monroe County,"1,115"
29139,MO,Montgomery County,"1,415"
29141,MO,Morgan County,"3,061"
29143,MO,New Madrid County,"3,080"
29145,MO,Newton County,"7,978"
29147,MO,Nodaway County,"2,785"
29149,MO,Oregon County,"2,249"
29151,MO,Osage County,"1,115"
29153,MO,Ozark County,"1,828"
29155,MO,Pemiscot County,"5,429"
29157,MO,Perry County,"2,212"
29159,MO,Pettis County,"6,452"
29161,MO,Phelps County,"7,249"
29163,MO,Pike County,"2,384"
29165,MO,Platte County,"5,704"
29167,MO,Polk County,"4,830"
29169,MO,Pulaski County,"5,311"
29171,MO,Putnam County,702
29173,MO,Ralls County,"1,167"
29175,MO,Randolph County,"2,676"
29177,MO,Ray County,"2,261"
29179,MO,Reynolds County,"1,177"
29181,MO,Ripley County,"2,808"
29183,MO,St. Charles County,"20,179"
29185,MO,St. Clair County,"1,770"
29186,MO,Ste. Genevieve County,"1,582"
29187,MO,St. Francois County,"9,762"
29189,MO,St. Louis County,"88,893"
29195,MO,Saline County,"2,807"
29197,MO,Schuyler County,675
29199,MO,Scotland County,683
29201,MO,Scott County,"5,488"
29203,MO,Shannon County,"1,771"
29205,MO,Shelby County,834
29207,MO,Stoddard County,"4,787"
29209,MO,Stone County,"4,573"
29211,MO,Sullivan County,927
29213,MO,Taney County,"8,497"
29215,MO,Texas County,"4,744"
29217,MO,Vernon County,"2,933"
29219,MO,Warren County,"3,277"
29221,MO,Washington County,"4,559"
29223,MO,Wayne County,"2,927"
29225,MO,Webster County,"5,847"
29227,MO,Worth County,262
29229,MO,Wright County,"3,296"
29510,MO,St. Louis city,"59,993"
30000,MT,Montana,"130,711"
30001,MT,Beaverhead County,"1,200"
30003,MT,Big Horn County,"3,734"
30005,MT,Blaine County,"1,358"
30007,MT,Broadwater County,579
30009,MT,Carbon County,"1,212"
30011,MT,Carter County,179
30013,MT,Cascade County,"10,727"
30015,MT,Chouteau County,851
30017,MT,Custer County,"1,248"
30019,MT,Daniels County,179
30021,MT,Dawson County,875
30023,MT,Deer Lodge County,"1,529"
30025,MT,Fallon County,262
30027,MT,Fergus County,"1,469"
30029,MT,Flathead County,"11,014"
30031,MT,Gallatin County,"9,972"
30033,MT,Garfield County,190
30035,MT,Glacier County,"3,238"
30037,MT,Golden Valley County,150
30039,MT,Granite County,418
30041,MT,Hill County,"3,024"
30043,MT,Jefferson County,815
30045,MT,Judith Basin County,313
30047,MT,Lake County,"5,612"
30049,MT,Lewis and Clark County,"6,994"
30051,MT,Liberty County,435
30053,MT,Lincoln County,"3,598"
30055,MT,McCone County,236
30057,MT,Madison County,878
30059,MT,Meagher County,295
30061,MT,Mineral County,672
30063,MT,Missoula County,"14,029"
30065,MT,Musselshell County,712
30067,MT,Park County,"1,820"
30069,MT,Petroleum County,75
30071,MT,Phillips County,576
30073,MT,Pondera County,"1,043"
30075,MT,Powder River County,206
30077,MT,Powell County,843
30079,MT,Prairie County,133
30081,MT,Ravalli County,"5,075"
30083,MT,Richland County,882
30085,MT,Roosevelt County,"2,572"
30087,MT,Rosebud County,"1,535"
30089,MT,Sanders County,"1,955"
30091,MT,Sheridan County,376
30093,MT,Silver Bow County,"4,528"
30095,MT,Stillwater County,766
30097,MT,Sweet Grass County,338
30099,MT,Teton County,755
30101,MT,Toole County,642
30103,MT,Treasure County,87
30105,MT,Valley County,972
30107,MT,Wheatland County,440
30109,MT,Wibaux County,107
30111,MT,Yellowstone County,"16,988"
31000,NE,Nebraska,"172,623"
31001,NE,Adams County,"3,062"
31003,NE,Antelope County,647
31005,NE,Arthur County,57
31007,NE,Banner County,79
31009,NE,Blaine County,61
31011,NE,Boone County,435
31013,NE,Box Butte County,"1,002"
31015,NE,Boyd County,235
31017,NE,Brown County,317
31019,NE,Buffalo County,"4,525"
31021,NE,Burt County,731
31023,NE,Butler County,582
31025,NE,Cass County,"1,538"
31027,NE,Cedar County,703
31029,NE,Chase County,309
31031,NE,Cherry County,649
31033,NE,Cheyenne County,905
31035,NE,Clay County,556
31037,NE,Colfax County,863
31039,NE,Cuming County,681
31041,NE,Custer County,"1,027"
31043,NE,Dakota County,"1,952"
31045,NE,Dawes County,"1,120"
31047,NE,Dawson County,"1,980"
31049,NE,Deuel County,184
31051,NE,Dixon County,435
31053,NE,Dodge County,"3,408"
31055,NE,Douglas County,"55,209"
31057,NE,Dundy County,201
31059,NE,Fillmore County,452
31061,NE,Franklin County,303
31063,NE,Frontier County,321
31065,NE,Furnas County,459
31067,NE,Gage County,"1,799"
31069,NE,Garden County,253
31071,NE,Garfield County,219
31073,NE,Gosper County,154
31075,NE,Grant County,58
31077,NE,Greeley County,274
31079,NE,Hall County,"7,093"
31081,NE,Hamilton County,606
31083,NE,Harlan County,321
31085,NE,Hayes County,134
31087,NE,Hitchcock County,328
31089,NE,Holt County,"1,071"
31091,NE,Hooker County,49
31093,NE,Howard County,564
31095,NE,Jefferson County,687
31097,NE,Johnson County,489
31099,NE,Kearney County,495
31101,NE,Keith County,928
31103,NE,Keya Paha County,131
31105,NE,Kimball County,377
31107,NE,Knox County,"1,100"
31109,NE,Lancaster County,"28,584"
31111,NE,Lincoln County,"3,168"
31113,NE,Logan County,69
31115,NE,Loup County,98
31117,NE,McPherson County,62
31119,NE,Madison County,"3,564"
31121,NE,Merrick County,734
31123,NE,Morrill County,567
31125,NE,Nance County,391
31127,NE,Nemaha County,769
31129,NE,Nuckolls County,399
31131,NE,Otoe County,"1,322"
31133,NE,Pawnee County,325
31135,NE,Perkins County,283
31137,NE,Phelps County,993
31139,NE,Pierce County,575
31141,NE,Platte County,"2,181"
31143,NE,Polk County,370
31145,NE,Red Willow County,968
31147,NE,Richardson County,721
31149,NE,Rock County,180
31151,NE,Saline County,"1,046"
31153,NE,Sarpy County,"9,104"
31155,NE,Saunders County,"1,217"
31157,NE,Scotts Bluff County,"4,287"
31159,NE,Seward County,"1,087"
31161,NE,Sheridan County,691
31163,NE,Sherman County,332
31165,NE,Sioux County,183
31167,NE,Stanton County,404
31169,NE,Thayer County,471
31171,NE,Thomas County,91
31173,NE,Thurston County,"1,299"
31175,NE,Valley County,455
31177,NE,Washington County,"1,104"
31179,NE,Wayne County,798
31181,NE,Webster County,335
31183,NE,Wheeler County,98
31185,NE,York County,"1,175"
32000,NV,Nevada,"386,817"
32001,NV,Churchill County,"2,581"
32003,NV,Clark County,"301,418"
32005,NV,Douglas County,"3,893"
32007,NV,Elko County,"5,815"
32009,NV,Esmeralda County,127
32011,NV,Eureka County,213
32013,NV,Humboldt County,"1,648"
32015,NV,Lander County,516
32017,NV,Lincoln County,647
32019,NV,Lyon County,"5,814"
32021,NV,Mineral County,687
32023,NV,Nye County,"6,651"
32027,NV,Pershing County,880
32029,NV,Storey County,328
32031,NV,Washoe County,"47,922"
32033,NV,White Pine County,"1,021"
32510,NV,Carson City,"6,656"
33000,NH,New Hampshire,"92,404"
33001,NH,Belknap County,"4,472"
33003,NH,Carroll County,"3,633"
33005,NH,Cheshire County,"6,379"
33007,NH,Coos County,"3,828"
33009,NH,Grafton County,"7,217"
33011,NH,Hillsborough County,"29,194"
33013,NH,Merrimack County,"9,764"
33015,NH,Rockingham County,"14,099"
33017,NH,Strafford County,"10,032"
33019,NH,Sullivan County,"3,786"
34000,NJ,New Jersey,"818,389"
34001,NJ,Atlantic County,"35,571"
34003,NJ,Bergen County,"59,225"
34005,NJ,Burlington County,"25,900"
34007,NJ,Camden County,"61,747"
34009,NJ,Cape May County,"8,546"
34011,NJ,Cumberland County,"18,073"
34013,NJ,Essex County,"111,465"
34015,NJ,Gloucester County,"20,136"
34017,NJ,Hudson County,"86,854"
34019,NJ,Hunterdon County,"4,932"
34021,NJ,Mercer County,"33,028"
34023,NJ,Middlesex County,"59,132"
34025,NJ,Monmouth County,"35,894"
34027,NJ,Morris County,"22,653"
34029,NJ,Ocean County,"63,592"
34031,NJ,Passaic County,"83,071"
34033,NJ,Salem County,"7,466"
34035,NJ,Somerset County,"15,563"
34037,NJ,Sussex County,"7,486"
34039,NJ,Union County,"50,517"
34041,NJ,Warren County,"7,539"
35000,NM,New Mexico,"346,455"
35001,NM,Bernalillo County,"102,304"
35003,NM,Catron County,820
35005,NM,Chaves County,"12,054"
35006,NM,Cibola County,"5,972"
35007,NM,Colfax County,"1,973"
35009,NM,Curry County,"7,011"
35011,NM,DeBaca County,282
35013,NM,Dona Ana County,"44,372"
35015,NM,Eddy County,"7,379"
35017,NM,Grant County,"5,266"
35019,NM,Guadalupe County,843
35021,NM,Harding County,96
35023,NM,Hidalgo County,796
35025,NM,Lea County,"8,713"
35027,NM,Lincoln County,"3,340"
35028,NM,Los Alamos County,642
35029,NM,Luna County,"5,187"
35031,NM,McKinley County,"22,414"
35033,NM,Mora County,884
35035,NM,Otero County,"10,168"
35037,NM,Quay County,"1,794"
35039,NM,Rio Arriba County,"7,510"
35041,NM,Roosevelt County,"3,133"
35043,NM,Sandoval County,"15,305"
35045,NM,San Juan County,"26,171"
35047,NM,San Miguel County,"5,456"
35049,NM,Santa Fe County,"18,645"
35051,NM,Sierra County,"2,335"
35053,NM,Socorro County,"4,000"
35055,NM,Taos County,"6,094"
35057,NM,Torrance County,"3,164"
35059,NM,Union County,634
35061,NM,Valencia County,"11,697"
36000,NY,New York,"2,401,141"
36001,NY,Albany County,"32,736"
36003,NY,Allegany County,"6,238"
36005,NY,Bronx County,"333,670"
36007,NY,Broome County,"32,931"
36009,NY,Cattaraugus County,"11,951"
36011,NY,Cayuga County,"8,481"
36013,NY,Chautauqua County,"17,909"
36015,NY,Chemung County,"11,438"
36017,NY,Chenango County,"5,283"
36019,NY,Clinton County,"8,188"
36021,NY,Columbia County,"5,961"
36023,NY,Cortland County,"5,086"
36025,NY,Delaware County,"5,345"
36027,NY,Dutchess County,"22,960"
36029,NY,Erie County,"117,938"
36031,NY,Essex County,"3,565"
36033,NY,Franklin County,"7,016"
36035,NY,Fulton County,"7,184"
36037,NY,Genesee County,"5,631"
36039,NY,Greene County,"4,961"
36041,NY,Hamilton County,378
36043,NY,Herkimer County,"7,192"
36045,NY,Jefferson County,"13,411"
36047,NY,Kings County,"446,856"
36049,NY,Lewis County,"2,942"
36051,NY,Livingston County,"5,828"
36053,NY,Madison County,"6,878"
36055,NY,Monroe County,"100,122"
36057,NY,Montgomery County,"5,735"
36059,NY,Nassau County,"75,628"
36061,NY,New York County,"255,059"
36063,NY,Niagara County,"23,934"
36065,NY,Oneida County,"26,660"
36067,NY,Onondaga County,"56,835"
36069,NY,Ontario County,"9,389"
36071,NY,Orange County,"39,859"
36073,NY,Orleans County,"4,978"
36075,NY,Oswego County,"15,935"
36077,NY,Otsego County,"6,914"
36079,NY,Putnam County,"5,516"
36081,NY,Queens County,"226,286"
36083,NY,Rensselaer County,"15,925"
36085,NY,Richmond County,"49,625"
36087,NY,Rockland County,"46,407"
36089,NY,St. Lawrence County,"14,263"
36091,NY,Saratoga County,"14,249"
36093,NY,Schenectady County,"16,562"
36095,NY,Schoharie County,"3,281"
36097,NY,Schuyler County,"2,055"
36099,NY,Seneca County,"3,802"
36101,NY,Steuben County,"11,291"
36103,NY,Suffolk County,"87,692"
36105,NY,Sullivan County,"9,364"
36107,NY,Tioga County,"4,420"
36109,NY,Tompkins County,"10,927"
36111,NY,Ulster County,"21,559"
36113,NY,Warren County,"5,614"
36115,NY,Washington County,"6,426"
36117,NY,Wayne County,"8,589"
36119,NY,Westchester County,"71,781"
36121,NY,Wyoming County,"3,481"
36123,NY,Yates County,"3,022"
37000,NC,North Carolina,"1,329,685"
37001,NC,Alamance County,"24,978"
37003,NC,Alexander County,"4,248"
37005,NC,Alleghany County,"2,004"
37007,NC,Anson County,"4,692"
37009,NC,Ashe County,"3,913"
37011,NC,Avery County,"2,398"
37013,NC,Beaufort County,"8,434"
37015,NC,Bertie County,"3,916"
37017,NC,Bladen County,"7,045"
37019,NC,Brunswick County,"16,628"
37021,NC,Buncombe County,"35,693"
37023,NC,Burke County,"16,166"
37025,NC,Cabarrus County,"17,543"
37027,NC,Caldwell County,"10,557"
37029,NC,Camden County,806
37031,NC,Carteret County,"6,394"
37033,NC,Caswell County,"3,287"
37035,NC,Catawba County,"18,349"
37037,NC,Chatham County,"7,186"
37039,NC,Cherokee County,"4,337"
37041,NC,Chowan County,"2,350"
37043,NC,Clay County,"1,862"
37045,NC,Cleveland County,"14,524"
37047,NC,Columbus County,"11,012"
37049,NC,Craven County,"12,681"
37051,NC,Cumberland County,"58,933"
37053,NC,Currituck County,"2,772"
37055,NC,Dare County,"3,262"
37057,NC,Davidson County,"20,044"
37059,NC,Davie County,"4,121"
37061,NC,Duplin County,"10,643"
37063,NC,Durham County,"36,583"
37065,NC,Edgecombe County,"12,004"
37067,NC,Forsyth County,"48,382"
37069,NC,Franklin County,"8,429"
37071,NC,Gaston County,"26,261"
37073,NC,Gates County,"1,503"
37075,NC,Graham County,"1,382"
37077,NC,Granville County,"8,601"
37079,NC,Greene County,"3,924"
37081,NC,Guilford County,"69,163"
37083,NC,Halifax County,"11,495"
37085,NC,Harnett County,"19,195"
37087,NC,Haywood County,"8,503"
37089,NC,Henderson County,"12,915"
37091,NC,Hertford County,"4,279"
37093,NC,Hoke County,"8,207"
37095,NC,Hyde County,855
37097,NC,Iredell County,"17,955"
37099,NC,Jackson County,"6,603"
37101,NC,Johnston County,"24,359"
37103,NC,Jones County,"1,669"
37105,NC,Lee County,"9,411"
37107,NC,Lenoir County,"9,459"
37109,NC,Lincoln County,"10,351"
37111,NC,McDowell County,"6,759"
37113,NC,Macon County,"4,600"
37115,NC,Madison County,"2,917"
37117,NC,Martin County,"4,424"
37119,NC,Mecklenburg County,"122,098"
37121,NC,Mitchell County,"2,052"
37123,NC,Montgomery County,"4,200"
37125,NC,Moore County,"9,555"
37127,NC,Nash County,"13,775"
37129,NC,New Hanover County,"23,331"
37131,NC,Northampton County,"4,046"
37133,NC,Onslow County,"22,293"
37135,NC,Orange County,"14,297"
37137,NC,Pamlico County,"1,759"
37139,NC,Pasquotank County,"5,364"
37141,NC,Pender County,"7,830"
37143,NC,Perquimans County,"1,959"
37145,NC,Person County,"5,310"
37147,NC,Pitt County,"30,096"
37149,NC,Polk County,"2,492"
37151,NC,Randolph County,"20,279"
37153,NC,Richmond County,"9,339"
37155,NC,Robeson County,"33,424"
37157,NC,Rockingham County,"12,458"
37159,NC,Rowan County,"19,964"
37161,NC,Rutherford County,"12,614"
37163,NC,Sampson County,"13,195"
37165,NC,Scotland County,"9,506"
37167,NC,Stanly County,"8,859"
37169,NC,Stokes County,"5,467"
37171,NC,Surry County,"10,915"
37173,NC,Swain County,"1,931"
37175,NC,Transylvania County,"4,250"
37177,NC,Tyrrell County,701
37179,NC,Union County,"16,946"
37181,NC,Vance County,"9,382"
37183,NC,Wake County,"82,129"
37185,NC,Warren County,"4,242"
37187,NC,Washington County,"2,752"
37189,NC,Watauga County,"8,022"
37191,NC,Wayne County,"18,039"
37193,NC,Wilkes County,"9,671"
37195,NC,Wilson County,"16,994"
37197,NC,Yadkin County,"4,509"
37199,NC,Yancey County,"2,677"
38000,ND,North Dakota,"75,781"
38001,ND,Adams County,232
38003,ND,Barnes County,975
38005,ND,Benson County,"1,627"
38007,ND,Billings County,89
38009,ND,Bottineau County,587
38011,ND,Bowman County,261
38013,ND,Burke County,166
38015,ND,Burleigh County,"7,934"
38017,ND,Cass County,"17,324"
38019,ND,Cavalier County,308
38021,ND,Dickey County,460
38023,ND,Divide County,237
38025,ND,Dunn County,442
38027,ND,Eddy County,236
38029,ND,Emmons County,430
38031,ND,Foster County,247
38033,ND,Golden Valley County,185
38035,ND,Grand Forks County,"8,467"
38037,ND,Grant County,297
38039,ND,Griggs County,208
38041,ND,Hettinger County,267
38043,ND,Kidder County,332
38045,ND,LaMoure County,434
38047,ND,Logan County,265
38049,ND,McHenry County,677
38051,ND,McIntosh County,287
38053,ND,McKenzie County,"1,130"
38055,ND,McLean County,782
38057,ND,Mercer County,646
38059,ND,Morton County,"2,565"
38061,ND,Mountrail County,"1,150"
38063,ND,Nelson County,265
38065,ND,Oliver County,206
38067,ND,Pembina County,496
38069,ND,Pierce County,406
38071,ND,Ramsey County,"1,335"
38073,ND,Ransom County,464
38075,ND,Renville County,171
38077,ND,Richland County,"1,441"
38079,ND,Rolette County,"2,983"
38081,ND,Sargent County,287
38083,ND,Sheridan County,211
38085,ND,Sioux County,"1,158"
38087,ND,Slope County,101
38089,ND,Stark County,"3,145"
38091,ND,Steele County,148
38093,ND,Stutsman County,"2,007"
38095,ND,Towner County,203
38097,ND,Traill County,533
38099,ND,Walsh County,"1,084"
38101,ND,Ward County,"5,829"
38103,ND,Wells County,396
38105,ND,Williams County,"3,665"
39000,OH,Ohio,"1,428,219"
39001,OH,Adams County,"5,592"
39003,OH,Allen County,"12,387"
39005,OH,Ashland County,"5,835"
39007,OH,Ashtabula County,"15,354"
39009,OH,Athens County,"12,301"
39011,OH,Auglaize County,"2,637"
39013,OH,Belmont County,"7,893"
39015,OH,Brown County,"5,805"
39017,OH,Butler County,"37,769"
39019,OH,Carroll County,"3,061"
39021,OH,Champaign County,"3,839"
39023,OH,Clark County,"18,577"
39025,OH,Clermont County,"18,827"
39027,OH,Clinton County,"4,611"
39029,OH,Columbiana County,"13,512"
39031,OH,Coshocton County,"5,343"
39033,OH,Crawford County,"4,895"
39035,OH,Cuyahoga County,"183,748"
39037,OH,Darke County,"5,158"
39039,OH,Defiance County,"3,132"
39041,OH,Delaware County,"7,876"
39043,OH,Erie County,"7,837"
39045,OH,Fairfield County,"11,809"
39047,OH,Fayette County,"3,859"
39049,OH,Franklin County,"199,428"
39051,OH,Fulton County,"3,422"
39053,OH,Gallia County,"4,646"
39055,OH,Geauga County,"5,752"
39057,OH,Greene County,"14,570"
39059,OH,Guernsey County,"5,185"
39061,OH,Hamilton County,"101,099"
39063,OH,Hancock County,"6,868"
39065,OH,Hardin County,"4,448"
39067,OH,Harrison County,"2,019"
39069,OH,Henry County,"2,121"
39071,OH,Highland County,"6,357"
39073,OH,Hocking County,"4,081"
39075,OH,Holmes County,"3,612"
39077,OH,Huron County,"5,618"
39079,OH,Jackson County,"5,095"
39081,OH,Jefferson County,"9,593"
39083,OH,Knox County,"6,440"
39085,OH,Lake County,"17,854"
39087,OH,Lawrence County,"11,521"
39089,OH,Licking County,"17,039"
39091,OH,Logan County,"4,513"
39093,OH,Lorain County,"36,055"
39095,OH,Lucas County,"73,336"
39097,OH,Madison County,"3,795"
39099,OH,Mahoning County,"34,336"
39101,OH,Marion County,"8,471"
39103,OH,Medina County,"10,598"
39105,OH,Meigs County,"4,215"
39107,OH,Mercer County,"2,240"
39109,OH,Miami County,"8,534"
39111,OH,Monroe County,"1,950"
39113,OH,Montgomery County,"75,773"
39115,OH,Morgan County,"2,104"
39117,OH,Morrow County,"3,137"
39119,OH,Muskingum County,"12,643"
39121,OH,Noble County,"1,753"
39123,OH,Ottawa County,"3,049"
39125,OH,Paulding County,"1,727"
39127,OH,Perry County,"4,683"
39129,OH,Pickaway County,"6,746"
39131,OH,Pike County,"4,724"
39133,OH,Portage County,"15,339"
39135,OH,Preble County,"3,546"
39137,OH,Putnam County,"2,174"
39139,OH,Richland County,"14,459"
39141,OH,Ross County,"10,636"
39143,OH,Sandusky County,"5,942"
39145,OH,Scioto County,"16,161"
39147,OH,Seneca County,"5,449"
39149,OH,Shelby County,"4,417"
39151,OH,Stark County,"47,524"
39153,OH,Summit County,"64,333"
39155,OH,Trumbull County,"30,489"
39157,OH,Tuscarawas County,"10,438"
39159,OH,Union County,"2,893"
39161,OH,Van Wert County,"2,045"
39163,OH,Vinton County,"2,066"
39165,OH,Warren County,"12,124"
39167,OH,Washington County,"7,772"
39169,OH,Wayne County,"10,127"
39171,OH,Williams County,"3,667"
39173,OH,Wood County,"12,315"
39175,OH,Wyandot County,"1,500"
40000,OK,Oklahoma,"552,168"
40001,OK,Adair County,"4,858"
40003,OK,Alfalfa County,730
40005,OK,Atoka County,"2,442"
40007,OK,Beaver County,565
40009,OK,Beckham County,"3,667"
40011,OK,Blaine County,"1,350"
40013,OK,Bryan County,"7,577"
40015,OK,Caddo County,"4,874"
40017,OK,Canadian County,"11,342"
40019,OK,Carter County,"8,986"
40021,OK,Cherokee County,"9,256"
40023,OK,Choctaw County,"2,807"
40025,OK,Cimarron County,323
40027,OK,Cleveland County,"29,765"
40029,OK,Coal County,"1,064"
40031,OK,Comanche County,"17,465"
40033,OK,Cotton County,975
40035,OK,Craig County,"2,350"
40037,OK,Creek County,"9,089"
40039,OK,Custer County,"3,470"
40041,OK,Delaware County,"7,716"
40043,OK,Dewey County,500
40045,OK,Ellis County,424
40047,OK,Garfield County,"7,015"
40049,OK,Garvin County,"4,557"
40051,OK,Grady County,"6,587"
40053,OK,Grant County,500
40055,OK,Greer County,"1,048"
40057,OK,Harmon County,570
40059,OK,Harper County,373
40061,OK,Haskell County,"2,432"
40063,OK,Hughes County,"2,483"
40065,OK,Jackson County,"3,532"
40067,OK,Jefferson County,"1,030"
40069,OK,Johnston County,"1,921"
40071,OK,Kay County,"6,451"
40073,OK,Kingfisher County,"1,406"
40075,OK,Kiowa County,"1,541"
40077,OK,Latimer County,"1,518"
40079,OK,Le Flore County,"8,753"
40081,OK,Lincoln County,"4,783"
40083,OK,Logan County,"5,152"
40085,OK,Love County,"1,188"
40087,OK,McClain County,"4,280"
40089,OK,McCurtain County,"6,106"
40091,OK,McIntosh County,"4,345"
40093,OK,Major County,857
40095,OK,Marshall County,"2,308"
40097,OK,Mayes County,"6,873"
40099,OK,Murray County,"1,943"
40101,OK,Muskogee County,"11,626"
40103,OK,Noble County,"1,298"
40105,OK,Nowata County,"1,635"
40107,OK,Okfuskee County,"2,333"
40109,OK,Oklahoma County,"119,595"
40111,OK,Okmulgee County,"5,361"
40113,OK,Osage County,"5,864"
40115,OK,Ottawa County,"5,522"
40117,OK,Pawnee County,"2,539"
40119,OK,Payne County,"14,878"
40121,OK,Pittsburg County,"6,809"
40123,OK,Pontotoc County,"5,279"
40125,OK,Pottawatomie County,"11,168"
40127,OK,Pushmataha County,"1,882"
40129,OK,Roger Mills County,479
40131,OK,Rogers County,"7,784"
40133,OK,Seminole County,"4,996"
40135,OK,Sequoyah County,"6,936"
40137,OK,Stephens County,"7,502"
40139,OK,Texas County,"2,150"
40141,OK,Tillman County,"1,519"
40143,OK,Tulsa County,"82,694"
40145,OK,Wagoner County,"8,393"
40147,OK,Washington County,"7,596"
40149,OK,Washita County,"1,557"
40151,OK,Woods County,"1,155"
40153,OK,Woodward County,"2,470"
41000,OR,Oregon,"457,940"
41001,OR,Baker County,"2,308"
41003,OR,Benton County,"13,731"
41005,OR,Clackamas County,"28,451"
41007,OR,Clatsop County,"4,200"
41009,OR,Columbia County,"4,825"
41011,OR,Coos County,"9,796"
41013,OR,Crook County,"2,564"
41015,OR,Curry County,"3,353"
41017,OR,Deschutes County,"16,321"
41019,OR,Douglas County,"14,607"
41021,OR,Gilliam County,209
41023,OR,Grant County,987
41025,OR,Harney County,906
41027,OR,Hood River County,"1,948"
41029,OR,Jackson County,"26,011"
41031,OR,Jefferson County,"2,993"
41033,OR,Josephine County,"13,747"
41035,OR,Klamath County,"13,307"
41037,OR,Lake County,"1,179"
41039,OR,Lane County,"54,433"
41041,OR,Lincoln County,"7,177"
41043,OR,Linn County,"14,667"
41045,OR,Malheur County,"5,396"
41047,OR,Marion County,"41,191"
41049,OR,Morrow County,"1,337"
41051,OR,Multnomah County,"89,646"
41053,OR,Polk County,"9,497"
41055,OR,Sherman County,213
41057,OR,Tillamook County,"2,920"
41059,OR,Umatilla County,"8,605"
41061,OR,Union County,"3,250"
41063,OR,Wallowa County,821
41065,OR,Wasco County,"3,195"
41067,OR,Washington County,"45,009"
41069,OR,Wheeler County,191
41071,OR,Yamhill County,"8,952"
42000,PA,Pennsylvania,"1,345,976"
42001,PA,Adams County,"7,867"
42003,PA,Allegheny County,"123,280"
42005,PA,Armstrong County,"7,391"
42007,PA,Beaver County,"14,568"
42009,PA,Bedford County,"5,177"
42011,PA,Berks County,"44,744"
42013,PA,Blair County,"13,608"
42015,PA,Bradford County,"6,364"
42017,PA,Bucks County,"36,950"
42019,PA,Butler County,"13,624"
42021,PA,Cambria County,"15,360"
42023,PA,Cameron County,574
42025,PA,Carbon County,"7,168"
42027,PA,Centre County,"18,339"
42029,PA,Chester County,"26,903"
42031,PA,Clarion County,"4,689"
42033,PA,Clearfield County,"10,386"
42035,PA,Clinton County,"4,835"
42037,PA,Columbia County,"7,149"
42039,PA,Crawford County,"10,190"
42041,PA,Cumberland County,"18,630"
42043,PA,Dauphin County,"31,903"
42045,PA,Delaware County,"50,715"
42047,PA,Elk County,"2,426"
42049,PA,Erie County,"34,469"
42051,PA,Fayette County,"23,301"
42053,PA,Forest County,"1,037"
42055,PA,Franklin County,"14,354"
42057,PA,Fulton County,"1,516"
42059,PA,Greene County,"4,154"
42061,PA,Huntingdon County,"4,234"
42063,PA,Indiana County,"10,570"
42065,PA,Jefferson County,"4,669"
42067,PA,Juniata County,"2,423"
42069,PA,Lackawanna County,"24,549"
42071,PA,Lancaster County,"40,963"
42073,PA,Lawrence County,"10,676"
42075,PA,Lebanon County,"12,360"
42077,PA,Lehigh County,"42,385"
42079,PA,Luzerne County,"46,287"
42081,PA,Lycoming County,"14,273"
42083,PA,Mc Kean County,"5,187"
42085,PA,Mercer County,"12,677"
42087,PA,Mifflin County,"5,992"
42089,PA,Monroe County,"17,353"
42091,PA,Montgomery County,"45,874"
42093,PA,Montour County,"1,551"
42095,PA,Northampton County,"22,304"
42097,PA,Northumberland County,"10,489"
42099,PA,Perry County,"3,858"
42101,PA,Philadelphia County,"296,836"
42103,PA,Pike County,"5,143"
42105,PA,Potter County,"1,977"
42107,PA,Schuylkill County,"16,956"
42109,PA,Snyder County,"3,797"
42111,PA,Somerset County,"7,952"
42113,PA,Sullivan County,708
42115,PA,Susquehanna County,"4,580"
42117,PA,Tioga County,"4,493"
42119,PA,Union County,"3,997"
42121,PA,Venango County,"6,886"
42123,PA,Warren County,"4,232"
42125,PA,Washington County,"17,444"
42127,PA,Wayne County,"4,997"
42129,PA,Westmoreland County,"31,545"
42131,PA,Wyoming County,"2,697"
42133,PA,York County,"31,392"
44000,RI,Rhode Island,"108,306"
44001,RI,Bristol County,"3,747"
44003,RI,Kent County,"12,295"
44005,RI,Newport County,"7,413"
44007,RI,Providence County,"75,510"
44009,RI,Washington County,"9,341"
45000,SC,South Carolina,"703,004"
45001,SC,Abbeville County,"3,628"
45003,SC,Aiken County,"22,201"
45005,SC,Allendale County,"2,342"
45007,SC,Anderson County,"28,177"
45009,SC,Bamberg County,"2,766"
45011,SC,Barnwell County,"4,418"
45013,SC,Beaufort County,"18,245"
45015,SC,Berkeley County,"25,655"
45017,SC,Calhoun County,"2,240"
45019,SC,Charleston County,"48,326"
45021,SC,Cherokee County,"8,181"
45023,SC,Chester County,"5,859"
45025,SC,Chesterfield County,"8,879"
45027,SC,Clarendon County,"5,901"
45029,SC,Colleton County,"7,437"
45031,SC,Darlington County,"12,327"
45033,SC,Dillon County,"6,636"
45035,SC,Dorchester County,"19,791"
45037,SC,Edgefield County,"4,161"
45039,SC,Fairfield County,"3,820"
45041,SC,Florence County,"23,016"
45043,SC,Georgetown County,"9,475"
45045,SC,Greenville County,"63,371"
45047,SC,Greenwood County,"11,250"
45049,SC,Hampton County,"3,486"
